AN_BASE,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_BASICA,NM_SUBAREA_CONHECIMENTO,NM_ESPECIALIDADE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,IN_REDE,SG_ENTIDADE_ENSINO_REDE,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,AN_INICIO_CURSO,DS_SITUACAO_PROGRAMA,DT_SITUACAO_PROGRAMA,ID_ADD_FOTO_PROGRAMA_IES,ID_ADD_FOTO_PROGRAMA,PAIS
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,UNITAU,UNIVERSIDADE DE TAUBATÉ,NÃO,NA,MUNICIPAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,TAUBATÉ,ACADÊMICO,33021015010P2,DESENVOLVIMENTO HUMANO: FORMAÇÃO, POLÍTICAS E PRÁTICAS SOCIA,HUMAN DEVELOPMENT,4,2010,2010,EM FUNCIONAMENTO,10Nov2012 0:00:00,159408,94291,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42001013042P3,DIREITO,FEDERAL UNIVERSITY OF RIO GRANDE DO SUL LAW SCHOOL POST - GRADUATE LAW PROGRAM,5,1985,1985/1999,EM FUNCIONAMENTO,26Aug2013 0:00:00,159457,94306,BRASIL
2019,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,34,SOCIOLOGIA,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,SEROPÉDICA,ACADÊMICO,31002013025P7,CIÊNCIAS SOCIAIS,SOCIAL SCIENCES,4,2012,2012/2019,EM FUNCIONAMENTO,18Mar2014 0:00:00,159467,94316,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,ENGENHARIA/TECNOLOGIA/GESTÃO,ENGENHARIA/TECNOLOGIA/GESTÃO,NÃO SE APLICA,45,INTERDISCIPLINAR,UNESP-BAURU,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,BAURU,ACADÊMICO,33004056092P6,MÍDIA E TECNOLOGIA,DOCTORAL (PHD) IN MEDIA AND TECHNOLOGY PROGRAM,4,2016,2016,EM FUNCIONAMENTO,17May2016 0:00:00,154984,89705,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,ENDOCRINOLOGIA,CLÍNICA MÉDICA,ENDOCRINOLOGIA,15,MEDICINA I,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31001017044P5,MEDICINA (ENDOCRINOLOGIA),ENDOCRINOLOGY,5,1974,1974/1980,EM FUNCIONAMENTO,24May2012 0:00:00,157863,93118,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,VIÇOSA,ACADÊMICO,32002017015P4,AGROQUÍMICA,AGROCHEMISTRY,4,1983,1983/2006,EM FUNCIONAMENTO,06Mar2013 0:00:00,157867,93122,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,PARASITOLOGIA,PARASITOLOGIA,NÃO SE APLICA,NÃO SE APLICA,9,CIÊNCIAS BIOLÓGICAS III,FIOCRUZ,FUNDACAO OSWALDO CRUZ (FIOCRUZ),NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31010016030P0,BIOCIÊNCIAS E BIOTECNOLOGIA EM SAÚDE,BIOSCIENCE AND BIOTECHNOLOGY FOR HEALTH,5,2012,2012/2012,EM FUNCIONAMENTO,13Sep2013 0:00:00,157875,93130,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,ES,VITÓRIA,ACADÊMICO,30001013029P3,BIOTECNOLOGIA,GRADUATE PROGRAM IN BIOTECHNOLOGY,5,2007,2007/2016,EM FUNCIONAMENTO,20Mar2013 0:00:00,157897,93132,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ENGENHARIA DE MATERIAIS E METALÚRGICA,NÃO SE APLICA,NÃO SE APLICA,12,ENGENHARIAS II,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42005019025P7,ENGENHARIA E TECNOLOGIA DE MATERIAIS,PROGRAM IN ENGINNERING AND MATERIALS TECHNOLOGY-PGETEMA,5,2001,2001/2007,EM FUNCIONAMENTO,10Aug2010 0:00:00,158950,93917,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,IFPE,INSTITUTO FED. DE EDUC., CIÊNCIA E TECNOLOGIA DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,PE,RECIFE,PROFISSIONAL,25009010001P1,GESTÃO AMBIENTAL,PROFESSIONAL SCIENCE MASTER'S IN ENVIRONMENTAL MANAGEMENT,3,2013,2013,EM FUNCIONAMENTO,10Mar2014 0:00:00,158951,93918,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,NÃO SE APLICA,NÃO SE APLICA,32,SERVIÇO SOCIAL,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,ACADÊMICO,28001010175P7,SERVIÇO SOCIAL,SOCIAL WORK POSTGRADUATE PROGRAM,A,2019,2019,EM FUNCIONAMENTO,21Feb2019 0:00:00,158973,93936,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,LINGÜÍSTICA,LINGÜÍSTICA APLICADA,LINGÜÍSTICA APLICADA,NÃO SE APLICA,41,LINGUÍSTICA E LITERATURA,UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,LONDRINA,PROFISSIONAL,40002012050P7,LETRAS ESTRANGEIRAS MODERNAS,MODERN FOREIGN LANGUAGES,3,2014,2014,EM FUNCIONAMENTO,14Mar2014 0:00:00,158996,93939,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,LETRAS,LETRAS,NÃO SE APLICA,NÃO SE APLICA,41,LINGUÍSTICA E LITERATURA,UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,PROFISSIONAL,15006018010P0,ENSINO DE LÍNGUA PORTUGUESA E SUAS RESPECTIVAS LITERATURAS,PORTUGUESE LANGUAGE TEACHING GRADUATE PROGRAM AND THEIR RESPECTIVE LITERATURE,A,2019,2019,EM FUNCIONAMENTO,28Aug2019 0:00:00,160116,94883,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,PASSO FUNDO,ACADÊMICO,42009014013P4,DIREITO,MESTRADO EM DIREITO,3,2014,2014,EM FUNCIONAMENTO,20Mar2014 0:00:00,159554,94422,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UNIFAP,UNIVERSIDADE FEDERAL DO AMAPÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,AP,MACAPÁ,ACADÊMICO,14001012157P6,EDUCAÇÃO,POSTGRADUATE PROGRAM IN EDUCATION,3,2017,2017,EM FUNCIONAMENTO,22Feb2017 0:00:00,159577,94425,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNP,UNIVERSIDADE POTIGUAR,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,NORDESTE,RN,NATAL,PROFISSIONAL,23004010004P0,BIOTECNOLOGIA,BIOTECHNOLOGY,4,2012,2012,EM FUNCIONAMENTO,17Oct2013 0:00:00,159586,94434,BRASIL
2019,CIÊNCIAS DA SAÚDE,FISIOTERAPIA E TERAPIA OCUPACIONAL,FISIOTERAPIA E TERAPIA OCUPACIONAL,NÃO SE APLICA,NÃO SE APLICA,21,EDUCAÇÃO FÍSICA,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,ACADÊMICO,42002010157P5,REABILITAÇÃO FUNCIONAL,FUNCTIONAL REHABILITATION,3,2015,2015,EM FUNCIONAMENTO,27May2015 0:00:00,159588,94436,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,CE,FORTALEZA,ACADÊMICO,22003010010P0,EDUCAÇÃO,EDUCATION GRADUATE PROGRAM,5,2003,2003/2013,EM FUNCIONAMENTO,13Feb2014 0:00:00,158777,93763,BRASIL
2019,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,NÃO SE APLICA,NÃO SE APLICA,20,ENFERMAGEM,FEPECS,FUNDAÇÃO DE ENSINO E PESQUISA EM CIÊNCIAS DA SAÚDE,NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,CENTRO-OESTE,DF,BRASÍLIA,PROFISSIONAL,53022017001P6,CIÊNCIAS PARA A SAÚDE,PROFESSIONAL MASTER FOR SCIENCES FOR HEALTH,3,2012,2012,EM FUNCIONAMENTO,12Dec2013 0:00:00,158788,93774,BRASIL
2019,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,NÃO SE APLICA,NÃO SE APLICA,19,FARMÁCIA,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,BELO HORIZONTE,ACADÊMICO,32001010093P9,ANÁLISES CLÍNICAS E TOXICOLÓGICAS,POST GRADUATE PROGRAM ON CLINICAL AND TOXICOLOGICAL ANALYSIS,4,2013,2013/2013,EM FUNCIONAMENTO,05Nov2013 0:00:00,154771,89107,BRASIL
2019,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM DE SAÚDE PÚBLICA,ENFERMAGEM DE SAÚDE PÚBLICA,NÃO SE APLICA,20,ENFERMAGEM,UNINOVAFAPI,INSTITUTO DE ENSINO SUPERIOR DO PIAUI LTDA,NÃO,NA,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,NORDESTE,PI,TERESINA,PROFISSIONAL,21005010001P5,SAÚDE DA FAMÍLIA,PROFESSIONAL MASTERS PROGRAM IN FAMILY HEALTH,3,2011,2011,EM FUNCIONAMENTO,16Nov2012 0:00:00,154785,89148,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,CIRURGIA UROLÓGICA,CIRURGIA,CIRURGIA UROLÓGICA,17,MEDICINA III,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33002010129P2,UROLOGIA,UROLOGY,5,1987,1987/1987,EM FUNCIONAMENTO,17Oct2011 0:00:00,154786,89149,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA,NÃO SE APLICA,NÃO SE APLICA,15,MEDICINA I,UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,PROFISSIONAL,31004016065P1,TELEMEDICINA E TELESSAÚDE,PROFESSIONAL MASTER DEGREE IN TELEMEDICINE AND TELEHEALTH,3,2015,2015,EM FUNCIONAMENTO,01Dec2014 0:00:00,154788,89151,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,TECNOLOGIA DE ARQUITETURA E URBANISMO,TECNOLOGIA DE ARQUITETURA E URBANISMO,NÃO SE APLICA,29,ARQUITETURA, URBANISMO E DESIGN,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,42007011032P6,ARQUITETURA E URBANISMO,PROFESSIONAL MASTER¿S IN ARCHITETURE AND URBANISM,4,2014,2014,EM FUNCIONAMENTO,18Nov2014 0:00:00,154791,89154,BRASIL
2019,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,NÃO SE APLICA,NÃO SE APLICA,19,FARMÁCIA,UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,ACADÊMICO,28005015073P1,CIÊNCIAS FARMACÊUTICAS,PROGRAM OF POST-GRADUATION IN PHARMACEUTICAL SCIENCES,3,2018,2018,EM FUNCIONAMENTO,10Aug2018 0:00:00,154794,89157,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,GEOCIÊNCIAS,GEOCIÊNCIAS,NÃO SE APLICA,NÃO SE APLICA,5,GEOCIÊNCIAS,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,42007011002P0,GEOLOGIA,GRADUATE PROGRAM IN GEOLOGY,4,1992,1992/1998,EM FUNCIONAMENTO,16Jan2014 0:00:00,154836,89159,BRASIL
2019,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,34,SOCIOLOGIA,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,20001010044P4,SOCIOLOGIA,MASTER'S IN SOCIOLOGY,A,2019,2019,EM FUNCIONAMENTO,11Mar2019 0:00:00,151276,86262,BRASIL
2019,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIA ELÉTRICA,NÃO SE APLICA,NÃO SE APLICA,14,ENGENHARIAS IV,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,CAMPINAS,ACADÊMICO,33003017021P3,ENGENHARIA ELÉTRICA,GRADUATE PROGRAM IN ELECTRICAL ENGINEERING,6,1972,1972/1972,EM FUNCIONAMENTO,29May2013 0:00:00,151296,86282,BRASIL
2019,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,NÃO SE APLICA,NÃO SE APLICA,25,CIÊNCIA DE ALIMENTOS,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,RECIFE,ACADÊMICO,25003011021P0,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,FOOD SCIENCE AND TECHNOLOGY,3,2007,2007,EM FUNCIONAMENTO,17Jan2013 0:00:00,156560,91943,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO,NÃO SE APLICA,NÃO SE APLICA,46,ENSINO,IFAM,INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DO AMAZONAS,NÃO,NA,FEDERAL,PÚBLICO,INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA,NORTE,AM,MANAUS,PROFISSIONAL,12003018001P3,ENSINO TECNOLÓGICO,MASTER IN TECHNOLOGICAL TEACHING,4,2014,2014,EM FUNCIONAMENTO,23Aug2013 0:00:00,155680,90921,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,CE,FORTALEZA,PROFISSIONAL,22003010016P9,COMPUTAÇÃO APLICADA,PROFESSIONAL MASTER IN APPLIED COMPUTING,2,2006,2006,EM DESATIVACAO,28Dec2017 0:00:00,158104,93309,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,SAÚDE MATERNO-INFANTIL,SAÚDE MATERNO-INFANTIL,NÃO SE APLICA,16,MEDICINA II,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,NITERÓI,PROFISSIONAL,31003010076P0,SAÚDE MATERNO-INFANTIL,PROFESSIONAL MASTER'S IN MATERNAL AND CHILD HEALTH,3,2011,2011,EM FUNCIONAMENTO,23Sep2013 0:00:00,158050,93275,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,PROFISSIONAL,42002010033P4,PATRIMÔNIO CULTURAL,POSTGRADUATION IN CULTURAL HERITAGE,4,2008,2008,EM FUNCIONAMENTO,18Jan2013 0:00:00,159989,94808,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,ES,ALEGRE,ACADÊMICO,30001013104P5,AGROQUÍMICA,AGROCHEMICAL,3,2016,2016,EM FUNCIONAMENTO,18Mar2016 0:00:00,160036,94815,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,NEUROLOGIA,CLÍNICA MÉDICA,NEUROLOGIA,16,MEDICINA II,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,RECIFE,ACADÊMICO,25001019043P1,NEUROPSIQUIATRIA E CIÊNCIAS DO COMPORTAMENTO,NEUROPSYCHIATRY AND BEHAVIORAL SCIENCES,4,1994,1994/2006,EM FUNCIONAMENTO,07May2013 0:00:00,160041,94820,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SANTOS,ACADÊMICO,33009015170P7,BIOPRODUTOS E BIOPROCESSOS,BIOPRODUCTS AND BIOPROCESSES,4,2016,2016/2019,EM FUNCIONAMENTO,25Aug2016 0:00:00,148617,84463,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,NÃO SE APLICA,46,ENSINO,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,SE,SÃO CRISTÓVÃO,ACADÊMICO,27001016025P9,ENSINO DE CIÊNCIAS E MATEMÁTICA,TEACHING SCIENCE AND MATHEMATICS,3,2009,2009,EM FUNCIONAMENTO,13Mar2014 0:00:00,148757,84562,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO,NÃO SE APLICA,NÃO SE APLICA,46,ENSINO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,RN,CAICÓ,PROFISSIONAL,23001011172P0,EDUCAÇÃO, TRABALHO E INOVAÇÃO EM MEDICINA,EDUCATION, WORK AND INNOVATION IN MEDICINE,3,2016,2016,EM FUNCIONAMENTO,31Aug2016 0:00:00,146776,83402,BRASIL
2019,CIÊNCIAS AGRÁRIAS,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,LAVRAS,ACADÊMICO,32004010010P9,ENGENHARIA FLORESTAL,FOREST ENGINEERING,4,1993,1993/2000,EM FUNCIONAMENTO,05Jul2012 0:00:00,146878,83448,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,ZOOLOGIA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31001017019P0,CIÊNCIAS BIOLÓGICAS (ZOOLOGIA),BIOLOGICAL SCIENCES (ZOOLOGY),6,1972,1972/1994,EM FUNCIONAMENTO,04Jun2012 0:00:00,154577,88643,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BIOFÍSICA,BIOFÍSICA,NÃO SE APLICA,NÃO SE APLICA,8,CIÊNCIAS BIOLÓGICAS II,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,PROFISSIONAL,31001017148P5,FORMAÇÃO PARA A PESQUISA BIOMÉDICA,MASTERS IN BIOMEDICAL SCIENCES,4,2012,2012,EM FUNCIONAMENTO,21Mar2012 0:00:00,154638,88724,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ORTODONTIA,ORTODONTIA,NÃO SE APLICA,18,ODONTOLOGIA,UNIVERITAS UNG,UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,SP,GUARULHOS,PROFISSIONAL,33117012004P6,ORTODONTIA,PROFESSIONAL MASTER'S PROGRAM IN ORTHODONTICS,3,2016,2016,EM FUNCIONAMENTO,22Mar2016 0:00:00,154648,88734,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA REGIONAL,ECONOMIA REGIONAL E URBANA,ECONOMIA REGIONAL,28,ECONOMIA,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,RN,NATAL,ACADÊMICO,23001011039P9,ECONOMIA,GRADUATE PROGRAM IN REGIONAL ECONOMICS,4,2005,2005,EM FUNCIONAMENTO,15Oct2013 0:00:00,144700,81348,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ENGENHARIA DE MATERIAIS E METALÚRGICA,NÃO SE APLICA,NÃO SE APLICA,12,ENGENHARIAS II,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,BELO HORIZONTE,ACADÊMICO,32001010017P0,ENGENHARIA METALÚRGICA E DE MINAS,METALLURGICAL ENGINEERING, MATERIALS AND MINING,6,1971,1971/1984,EM FUNCIONAMENTO,08Nov2012 0:00:00,144639,81422,BRASIL
2019,CIÊNCIAS DA SAÚDE,NUTRIÇÃO,NUTRIÇÃO,NÃO SE APLICA,NÃO SE APLICA,50,NUTRIÇÃO,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33002010163P6,NUTRIÇÃO HUMANA APLICADA,APPLIED HUMAN NUTRITION,3,1991,1991/1991,EM FUNCIONAMENTO,09Aug2012 0:00:00,151916,86722,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,ANÁLISE,ANÁLISE,NÃO SE APLICA,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,SIM,UFAM,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15001016061P1,MATEMÁTICA - UFPA - UFAM,DOCTORAL PROGRAM IN MATHEMATICS,4,2010,2010,EM FUNCIONAMENTO,07Feb2014 0:00:00,152079,86805,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,PROBABILIDADE E ESTATÍSTICA,PROBABILIDADE E ESTATÍSTICA,NÃO SE APLICA,NÃO SE APLICA,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,RECIFE,ACADÊMICO,25001019048P3,ESTATÍSTICA,GRADUATE PROGRAM IN STATISTICS AT UFPE,5,1996,1996/2007,EM FUNCIONAMENTO,10Feb2014 0:00:00,152038,86824,BRASIL
